domain,url_count
dadosdadosdados.wordpress.com,1
dak1r0a.wordpress.com,1
dan070.wordpress.com,3
danielgillis.wordpress.com,1
danielkreiss.files.wordpress.com,1
darkartdatascience.wordpress.com,2
darrenjw.wordpress.com,20
darshanhegde.files.wordpress.com,1
dartthrowingchimp.wordpress.com,6
dataaspirant.wordpress.com,6
databeta.wordpress.com,1
databigandsmalldotcom.wordpress.com,1
datacademy.wordpress.com,2
datacreators.wordpress.com,2
datacyclist.wordpress.com,1
dataddict.wordpress.com,8
datadryad.wordpress.com,4
datafuture.wordpress.com,1
dataguruhk.wordpress.com,1
datahype.wordpress.com,1
dataissexy.wordpress.com,13
datalanguage.wordpress.com,4
datanewssociety.wordpress.com,3
datapub.wordpress.com,10
datascience101.wordpress.com,24
datascienceandprogramming.wordpress.com,1
datascienceatcsun.wordpress.com,7
datasciencebe.wordpress.com,25
datasciencebusiness.wordpress.com,2
datasciencecgp.wordpress.com,10
datasciencecmu.wordpress.com,20
datascienceday.files.wordpress.com,10
datascienceday.wordpress.com,2
datascienceguru1.wordpress.com,7
datascienceinsider.wordpress.com,9
datasciencelab.wordpress.com,2
datasciencelearner.wordpress.com,1
datasciencemadesimpler.wordpress.com,1
datasciencereport.wordpress.com,1
datascienceupdates.wordpress.com,2
datasciencevademecum.wordpress.com,1
datascientistinaboxdotcom.wordpress.com,2
datascientistinsights.files.wordpress.com,4
datascientistjourney.wordpress.com,1
datasenses.wordpress.com,1
datastoriesthailand.wordpress.com,1
datatechnologytoday.wordpress.com,4
datatherapy.wordpress.com,1
datavizblog.wordpress.com,9
datavizhub.wordpress.com,1
datawarrior.wordpress.com,6
datayo.wordpress.com,3
dattatreysindol.wordpress.com,2
davidkellogg.wordpress.com,23
davidsocha.wordpress.com,3
daviniahl.wordpress.com,3
dbadojodotcom.wordpress.com,2
dberkholz.com,1
dberkholz.wordpress.com,21
dbtips.wordpress.com,1
dccbi.wordpress.com,5
dcdoolan.wordpress.com,1
debatesovertaxnomies.wordpress.com,1
debunkhouse.wordpress.com,5
decisionstats.com,131
decisionstats.wordpress.com,105
degninou.wordpress.com,1
delivorias.wordpress.com,1
dempseydata.wordpress.com,1
denglishbi.wordpress.com,5
deniscanty.wordpress.com,7
derrickmartins.wordpress.com,1
desertscrolls.wordpress.com,1
desultoryheroics.wordpress.com,2
developmentdatadetective.wordpress.com,1
dianasaafi.wordpress.com,2
digitalhumanities101.wordpress.com,7
digitalstakeout.wordpress.com,1
digitalstewardshipnow.wordpress.com,3
diplopundit.wordpress.com,1
discover.wordpress.com,1
dlegorreta.wordpress.com,2
dmptool.files.wordpress.com,1
dodata.wordpress.com,1
donn.wordpress.com,1
donsbot.wordpress.com,2
doraithodla.com,3
doubleclix.wordpress.com,15
downloadfreebooksonlineforiphone.wordpress.com,1
drclimate.wordpress.com,4
dreamtechpress.wordpress.com,2
drjasondavis.wordpress.com,7
drjuneandrews.wordpress.com,1
drtomcrick.wordpress.com,1
ds4ci.files.wordpress.com,3
dtflaneur.wordpress.com,5
dukecpg.wordpress.com,1
duncan3ross.wordpress.com,10
dustingmixon.files.wordpress.com,1
dwjunkie.wordpress.com,17
dynamicecology.wordpress.com,3
earthandplanetary.files.wordpress.com,5
ebgoldstein.files.wordpress.com,2
ecmiindmath.wordpress.com,1
econugblog.wordpress.com,2
edkoehler.wordpress.com,3
edtechdigest.wordpress.com,2
edumine.wordpress.com,54
edyaaleh.files.wordpress.com,1
egtheory.wordpress.com,1
eight2late.wordpress.com,50
elaragon.files.wordpress.com,2
elazungu.wordpress.com,3
elisabethjones.wordpress.com,1
ellynguyen.wordpress.com,4
elmerehbi.wordpress.com,10
emcvirtualizationjourney.wordpress.com,1
empyreansruralized.wordpress.com,2
en.wordpress.com,1
endlesshybrids.wordpress.com,1
energydatascience.wordpress.com,2
engenhonetwork.wordpress.com,1
enterprisetechnologyconsultant.wordpress.com,2
envdatasci.wordpress.com,2
envnewsbits.info,4
epicstanford.wordpress.com,1
epluribusunumdotcom.wordpress.com,2
eresearchau.files.wordpress.com,5
ergodicwalk.wordpress.com,40
errorstatistics.files.wordpress.com,4
esciencegroup.wordpress.com,1
esnetupdates.wordpress.com,1
ethicallegaldatascience.wordpress.com,1
ethicsinevaluationandresearch.wordpress.com,2
ethnographymatters.wordpress.com,5
evanjlevy.wordpress.com,5
ewgdssbelgrade2015.files.wordpress.com,3
ewgdssbelgrade2015.wordpress.com,1
experimentalfieldlinguistics.wordpress.com,2
exversiondata.wordpress.com,1
fabianperi.wordpress.com,1
fabiusmaximus.com,1
fairsquareblog.wordpress.com,1
faisalhoque.com,1
familyinequality.wordpress.com,1
febmo.wordpress.com,1
feeds.wordpress.com,3
fierydata101.wordpress.com,4
finleyfreibert.files.wordpress.com,1
fintech4us.wordpress.com,1
fionabunny.wordpress.com,5
fjrodriguezg.wordpress.com,3
fkaplan.wordpress.com,1
flindersfse.files.wordpress.com,4
flooresocro.files.wordpress.com,1
flyingwithdata.com,1
followthedata.wordpress.com,13
fortunascorner.com,2
fortunedotcom.files.wordpress.com,1
fourdimensionalbiology.files.wordpress.com,2
fractalontology.wordpress.com,1
frankdiana.files.wordpress.com,2
frankenfoodfiles.files.wordpress.com,5
franzcalvo.wordpress.com,1
freerangeresearch.files.wordpress.com,5
freerangeresearch.wordpress.com,2
freestylegeographic.wordpress.com,1
froese.wordpress.com,1
fullhouses.wordpress.com,1
fusiondotnet.files.wordpress.com,6
fusiondotnet.wordpress.com,3
fyimaths.files.wordpress.com,3
gameintrospection.wordpress.com,2
garethjones.me,1
garethmjones.wordpress.com,11
garrettedmondson.wordpress.com,2
garyshortblog.wordpress.com,6
gavinbadcock.wordpress.com,1
geekatwork.wordpress.com,1
geomark.wordpress.com,1
georeferenced.wordpress.com,1
georgewalters.wordpress.com,1
gigadom.wordpress.com,4
gigaom2.wordpress.com,9
glassonionblog.wordpress.com,1
globalbioticinteractions.wordpress.com,2
globalstatement.wordpress.com,3
globalstatement2015.wordpress.com,7
go2analytics.wordpress.com,1
gobansaor.wordpress.com,1
goelsan.wordpress.com,1
gokulchittaranjan.wordpress.com,10
goodstrat.wordpress.com,17
governingtemptation.wordpress.com,2
govindkanshi.wordpress.com,1
gradientflow.wordpress.com,1
greekopenscience.wordpress.com,1
greekusersofbiapps.wordpress.com,1
gregdetre.wordpress.com,4
gregemmerich.wordpress.com,3
gregoryditzler.files.wordpress.com,3
gregpc.wordpress.com,1
grollchristian.wordpress.com,1
gsed.wordpress.com,1
gsedatascience.wordpress.com,6
gsestudentblog.wordpress.com,6
haasachieves.wordpress.com,2
handinhandwithscience.wordpress.com,1
hanoverrecruitment.wordpress.com,1
harishsnotebook.wordpress.com,16
hatewasabi.wordpress.com,2
hcihealthcarefieldwork.files.wordpress.com,1
hcipioneers.wordpress.com,1
healthinfoispower.files.wordpress.com,3
helenahlopez.files.wordpress.com,1
helenang.wordpress.com,1
heterogenoustasks.wordpress.com,3
heuristically.wordpress.com,1
highlyscalable.wordpress.com,6
hilaryparker.wordpress.com,2
himalayangeographic.wordpress.com,1
hiredbrains.wordpress.com,2
honglangwang.wordpress.com,14
hornportfolio.wordpress.com,1
hubaisms.wordpress.com,2
huguesrey.wordpress.com,10
hypergeometric.wordpress.com,8
ibmdatawarehousing.wordpress.com,2
icouldbe.wordpress.com,1
icsaimage.files.wordpress.com,1
icyseas.wordpress.com,2
ideatoryblog.wordpress.com,2
igherm.wordpress.com,1
ignacioarnaldo.files.wordpress.com,3
ikerlandajuela.files.wordpress.com,1
ikjyotsinghkohli24.wordpress.com,2
imiloainf.wordpress.com,3
imoocer.wordpress.com,2
indoos.wordpress.com,1
inertiawins.wordpress.com,1
infofetishist.wordpress.com,1
infomgmtexec.wordpress.com,1
informationexcellence.wordpress.com,1
informationstrategyrsm.wordpress.com,2
informedguess.wordpress.com,1
ingerleemans.wordpress.com,1
ingine.wordpress.com,13
inlovewithcode.wordpress.com,6
insanelyanalytics.wordpress.com,1
insightanalysis.wordpress.com,1
insightextractor.com,6
insightsciences.wordpress.com,38
inspirethroughinsights.wordpress.com,1
intechweb.wordpress.com,1
inverseprobability.wordpress.com,3
irevolution.wordpress.com,12
irgn452.files.wordpress.com,1
isamosports.wordpress.com,3
ischooloss.wordpress.com,5
isojjournal.wordpress.com,4
itandtechnology.wordpress.com,1
iterativepath.wordpress.com,2
itkan.wordpress.com,1
itsabhishekkumar.com,1
itssmee.wordpress.com,5
iubmath.wordpress.com,1
iwringer.wordpress.com,14
jaggiz.wordpress.com,1
jaimemears.wordpress.com,1
jamaljokar.wordpress.com,2
jamesdixon.wordpress.com,2
jamessdixon.wordpress.com,6
janashvili.wordpress.com,1
jasonmw.wordpress.com,1
jblkacademic.wordpress.com,5
jcainc.wordpress.com,1
jcasasr.files.wordpress.com,5
jcasasr.wordpress.com,2
jeahil.wordpress.com,1
jeffkillian.wordpress.com,1
jeffmacaluso.wordpress.com,1
jenstirrup.wordpress.com,2
jeremy1.wordpress.com,2
jeremykarnowski.wordpress.com,1
jessicacolaco.wordpress.com,4
jlfreeze.wordpress.com,1
jllopezpino.wordpress.com,1
jmhldotorg.files.wordpress.com,5
johnwhitmerdotnet.files.wordpress.com,3
jolinesoftwareofficecur.wordpress.com,2
jordanfel.wordpress.com,1
josechristian.wordpress.com,2
josemunozmata.wordpress.com,2
joshcowls.files.wordpress.com,1
journeyofanalytics.wordpress.com,1
jrodthoughts.wordpress.com,2
julianatsai.wordpress.com,5
julienlabonne.files.wordpress.com,1
jurdak.wordpress.com,13
kaixu.wordpress.com,2
kalpanashankar.files.wordpress.com,6
kapilddatascience.wordpress.com,1
kathrynadinevasilaky.files.wordpress.com,8
kaythaney.wordpress.com,1
kdd11pmml.files.wordpress.com,1
keet.wordpress.com,1
keithhultmandotcom.files.wordpress.com,2
kelloggmbastudents.wordpress.com,1
kenandeen.wordpress.com,1
kenekaplan.wordpress.com,1
kentatucla.files.wordpress.com,1
keunwoochoi.wordpress.com,1
kevinthelibrarian.wordpress.com,4
kgalahassa.wordpress.com,1
khofm.wordpress.com,6
kirschroyale.files.wordpress.com,2
km.wordpress.com,1
knowledgedialogues.files.wordpress.com,4
koolinus.wordpress.com,1
kraus67.wordpress.com,1
kswenson.wordpress.com,4
ktismatics.wordpress.com,1
kunsik11.wordpress.com,1
kurtschuepfer.wordpress.com,4
landeco2point0.files.wordpress.com,1
larrycuban.files.wordpress.com,2
larrycuban.wordpress.com,2
larryirons.wordpress.com,1
laurelhurstmanagement.wordpress.com,2
lazure2.wordpress.com,2
lcolumbus.wordpress.com,2
ldocao.files.wordpress.com,3
leanoutsourcing.org,1
learnaboutdatascience.wordpress.com,1
learningwithdata.wordpress.com,1
leastsquares.wordpress.com,1
lembra.wordpress.com,1
letterstonature.wordpress.com,18
lewisshepherd.wordpress.com,1
lgitss.wordpress.com,1
librecatproject.wordpress.com,1
libreriametagenomica.files.wordpress.com,6
lightoffsnow.wordpress.com,1
lindaraftree.wordpress.com,4
lisaarthur.wordpress.com,1
littleml.wordpress.com,2
lkafle.wordpress.com,1
logomachie.wordpress.com,2
loraaroyo.wordpress.com,6
lorenapantano.wordpress.com,1
loveparade2010doku.wordpress.com,1
lucapappalardo.files.wordpress.com,8
lucapappalardo.wordpress.com,1
luenymorell.files.wordpress.com,2
ly08096.wordpress.com,1
lynetteallenshaw.files.wordpress.com,1
lynnlangit.wordpress.com,5
m.biguru.wordpress.com,1
machinelearningsalon.files.wordpress.com,3
madrisan.wordpress.com,2
makebuildplay.wordpress.com,2
makingmaps.wordpress.com,1
malikaihle.files.wordpress.com,4
mallikavalluru.wordpress.com,1
mannerofspeaking.wordpress.com,1
mapgrapher.wordpress.com,2
mariosegal.wordpress.com,3
markcarrigan.files.wordpress.com,1
markcarrigan.wordpress.com,5
martinzaltzaustwick.wordpress.com,2
maryannedata.wordpress.com,1
mashimo.wordpress.com,6
mathbabe.org,5
mathbabe.wordpress.com,18
matloff.wordpress.com,9
mattiasostmar.wordpress.com,1
mattstats.wordpress.com,1
mbhabib.files.wordpress.com,4
mcslp.wordpress.com,9
mdavey.wordpress.com,8
measureevaluation.wordpress.com,2
medepi.wordpress.com,3
mehmetdik2013.wordpress.com,1
melindathielbar.wordpress.com,3
melmeric.wordpress.com,11
mendeleyblog.wordpress.com,3
mfathinking.files.wordpress.com,2
mhcten.wordpress.com,1
miabblogs.wordpress.com,1
micactexperience.wordpress.com,2
micaelamartinezbakker.files.wordpress.com,5
michaelbode.wordpress.com,6
midwesthumanists.wordpress.com,1
mihagrcar.wordpress.com,5
mineracaodedados.files.wordpress.com,7
mineracaodedados.wordpress.com,1
minqizhou.wordpress.com,1
mivuletech.wordpress.com,13
mizzee.wordpress.com,22
mjwds.wordpress.com,2
mlibrarydata.wordpress.com,1
mmacrm.wordpress.com,1
modestine.wordpress.com,1
monjurulhabib.wordpress.com,2
mostafaalielganainy.wordpress.com,3
mountainbeltway.wordpress.com,1
mrinternet.wordpress.com,14
mssqldude.wordpress.com,8
mstrohm.wordpress.com,1
mtalavera.files.wordpress.com,2
mth499rebeccapereira.wordpress.com,3
muhdhito.me,1
murraygirl.wordpress.com,1
murroesyinghui.wordpress.com,3
musicashistoryblog.wordpress.com,1
mustaphabarki2014.wordpress.com,1
mydataexperiments.wordpress.com,3
mydatewithanalytics.wordpress.com,2
mygisblog.wordpress.com,1
myindigolives.wordpress.com,1
nanditagarud.files.wordpress.com,2
nanzt.files.wordpress.com,1
nathanbrixius.wordpress.com,2
ndsr2016.wordpress.com,1
ne.wordpress.com,1
nebraskaenergyobserver.wordpress.com,4
nekumar10.wordpress.com,1
netsl.files.wordpress.com,3
neuroconscience.wordpress.com,3
neurodudes.wordpress.com,1
neverknewthat.wordpress.com,7
newsblog4it.wordpress.com,1
newyorktechtalksummaries.wordpress.com,1
nexxtjump.com,1
nhlbiepi.files.wordpress.com,1
nicebrain.wordpress.com,2
nickredfern.files.wordpress.com,4
nickredfern.wordpress.com,10
nicolibrarian.wordpress.com,1
nigguraths.wordpress.com,1
nigibox.wordpress.com,2
nihdirectorsblog.wordpress.com,2
ninazumel.wordpress.com,4
noconsensus.wordpress.com,1
nofrakkingconsensus.files.wordpress.com,1
nordicnetecrastro.files.wordpress.com,1
normaldeviate.wordpress.com,4
notalotofpeopleknowthat.wordpress.com,1
nphdang.wordpress.com,4
npsig.files.wordpress.com,3
npsig.wordpress.com,3
nsaunders.wordpress.com,3
nutmegstumbles.wordpress.com,2
nv.wordpress.com,1
nyghtowlblog.wordpress.com,3
nzpegeek.files.wordpress.com,4
ochemonline.wordpress.com,2
odalricambrymmaillard.wordpress.com,1
oeysteinmhernaes.wordpress.com,2
ogirardot.wordpress.com,4
oldweather.wordpress.com,1
olegshilo.wordpress.com,3
omegahat.wordpress.com,1
onlinejournalismblog.wordpress.com,4
ontoblogia.wordpress.com,5
opencitations.wordpress.com,2
openresearch.wordpress.com,2
opionator.wordpress.com,1
orderstatistic.wordpress.com,1
orflse.wordpress.com,9
orgtheory.wordpress.com,4
otorhinolaryngologyblog.wordpress.com,2
ourchiefweapons.wordpress.com,1
ouseful.wordpress.com,9
p4digitalblog.wordpress.com,4
pablohaya.wordpress.com,4
pafnuty.wordpress.com,1
pakuusukepapat.wordpress.com,5
palpitandoocotidiano.com,1
paolocintia.wordpress.com,2
paperspaperspapers.wordpress.com,1
parasdoshi1989.wordpress.com,5
pasupuletipradeepkumar.wordpress.com,1
patellis.wordpress.com,1
pbicorp.wordpress.com,1
peadarcoyle.wordpress.com,46
pebourne.wordpress.com,2
pensacolabroadband.files.wordpress.com,3
pentahoadmin.wordpress.com,7
pentriloquist.wordpress.com,1
permut.wordpress.com,3
pessoalex.wordpress.com,1
petewarden.wordpress.com,53
phantichkinhte123.files.wordpress.com,3
pharmaceuticalintelligence.wordpress.com,2
phdcareertransitions.wordpress.com,1
philippberens.wordpress.com,15
philippehavinh.wordpress.com,2
photowriterdesignguy.files.wordpress.com,1
phvu.net,1
phvuresearch.wordpress.com,1
phylogenomics.files.wordpress.com,1
pieceofinsight.wordpress.com,1
pieceofmindful.com,2
pietropanzarasa.wordpress.com,5
pillhead.wordpress.com,1
pimm.wordpress.com,2
placeholderapi.wordpress.com,2
planetarygeomorphology.wordpress.com,1
planeurope.files.wordpress.com,2
planspacedotorg.wordpress.com,2
plantsummit.files.wordpress.com,4
politicsandprosperity.wordpress.com,2
polylogblog.wordpress.com,1
povesham.wordpress.com,5
practicalanalytic.wordpress.com,6
practicalanalytics.wordpress.com,41
practicaldatamanagement.wordpress.com,1
pradeeppant.com,1
pragmaticarchitect.wordpress.com,1
prahman.wordpress.com,2
prdeepakbabu.wordpress.com,4
proximityone.wordpress.com,5
pseudoscripter.wordpress.com,1
psychologyofwork.wordpress.com,1
punkrockor.wordpress.com,5
pythonandr.wordpress.com,9
pythongisresources.wordpress.com,1
pythonguy.wordpress.com,1
qualityandinnovation.files.wordpress.com,1
qualityandinnovation.wordpress.com,12
quantixed.wordpress.com,3
quantumtunnel.wordpress.com,5
queenslandeconomywatch.com,1
qutub.files.wordpress.com,2
r4stats.wordpress.com,5
racketracer.wordpress.com,4
radicaldatascience.wordpress.com,3
radioinvivo.wordpress.com,18
rajapinta.co,1
ralphlosey.wordpress.com,2
ramnarasimhan.files.wordpress.com,2
ranausman.wordpress.com,13
randomforests.wordpress.com,1
randomjohn.wordpress.com,3
rawnshah.wordpress.com,1
rdatamining.wordpress.com,3
rdatastats.wordpress.com,1
rdunks1.wordpress.com,2
recodbr.wordpress.com,2
recodetech.wordpress.com,2
redondoj.wordpress.com,2
remhelms.wordpress.com,1
rennydioknodotcom.wordpress.com,1
researchingdesignforpolicy.files.wordpress.com,2
researchingdesignforpolicy.wordpress.com,1
researchremix.wordpress.com,2
resolverone.wordpress.com,6
retractionwatch.com,2
reudismam.wordpress.com,1
riata.wordpress.com,5
richardhamblyn.wordpress.com,1
richardxy.wordpress.com,1
rickbouter.wordpress.com,1
riskperspective.wordpress.com,1
rjlipton.wordpress.com,3
rkbookreviews.wordpress.com,2
robindotnet.wordpress.com,2
robineast.wordpress.com,35
rodgersnotes.wordpress.com,4
rogerpilney.wordpress.com,1
rpicompsci.wordpress.com,2
rpmachado.wordpress.com,1
rquintino.wordpress.com,4
rstudioblog.wordpress.com,1
rtfitchauthor.com,2
rubenmiddeljans.wordpress.com,1
safelyhome.wordpress.com,1
sageconnection.wordpress.com,1
saicebrian.wordpress.com,2
sameerdhanrajani.wordpress.com,36
samup4web.wordpress.com,2
sandeepvanga.files.wordpress.com,3
sankirnam.wordpress.com,1
sarahsupp.files.wordpress.com,6
satelliteturin2014.files.wordpress.com,1
saurzcode.wordpress.com,2
saysmymind.wordpress.com,7
scatter.wordpress.com,7
schanjr.wordpress.com,2
scholarlykitchen.wordpress.com,3
scholarsandrogues.wordpress.com,1
sciencebasedpharmacy.wordpress.com,1
sciencecampsamerica.wordpress.com,1
sciencecowboy.wordpress.com,2
scienceofpolitics.wordpress.com,1
scienceofsingularity.wordpress.com,1
sciencepolicyforall.wordpress.com,5
sciencesprings.wordpress.com,1
sciencetechnologysociety.files.wordpress.com,5
scientificbsides.wordpress.com,1
scorecardstreet.wordpress.com,6
scottlocklin.wordpress.com,9
sczgaby.files.wordpress.com,2
sdss3.wordpress.com,3
semanticscience.wordpress.com,4
semweb4u.wordpress.com,3
sensuouscurmudgeon.wordpress.com,1
serena-dracis.com,1
sergeytihon.wordpress.com,2
sfbayrane.wordpress.com,3
sharonxlin.wordpress.com,3
shereenarif.wordpress.com,2
shsdailydigest.com,1
shuhengwu.files.wordpress.com,1
simonhamer.wordpress.com,1
simplysociology.wordpress.com,9
singaporeiasa.wordpress.com,1
sithsigma.wordpress.com,1
skillicorn.wordpress.com,3
skreddy.wordpress.com,2
skylandtech.net,1
sloanbigdata.wordpress.com,2
smallchangebio.wordpress.com,4
smartmeterharm.files.wordpress.com,4
sminsker.files.wordpress.com,2
smirshekari.wordpress.com,3
softstat.wordpress.com,2
softwarebusinesswiw.wordpress.com,2
solomonmessing.wordpress.com,5
somayehdodge.files.wordpress.com,2
sparksaturday.files.wordpress.com,1
spiralmatt.files.wordpress.com,3
sportinformatics.wordpress.com,1
sqlhelp.wordpress.com,1
sravanpappu.wordpress.com,1
stablemarkets.wordpress.com,1
staesthetic.wordpress.com,2
stanfordcehg.wordpress.com,1
statbandit.wordpress.com,10
statisfaction.wordpress.com,1
statisfactions.wordpress.com,2
statisticasoftware.wordpress.com,1
statofmind.wordpress.com,6
statsbylopez.wordpress.com,1
statswithcats.wordpress.com,4
stattrekker.wordpress.com,1
stemteacherblog.wordpress.com,1
steveblank.wordpress.com,3
stevengoddard.wordpress.com,7
stevewedig.com,1
stllambdalounge.wordpress.com,4
storageservers.wordpress.com,1
stoweboyddotme.wordpress.com,6
strom.wordpress.com,3
stuartyoel.files.wordpress.com,2
sunelehmann.wordpress.com,5
sungyongchang.files.wordpress.com,4
susanetlinger.com,1
susanetlinger.wordpress.com,9
susannahgo.files.wordpress.com,2
swsis.wordpress.com,1
sylvierdoc.wordpress.com,1
sypar.files.wordpress.com,3
sypar.wordpress.com,2
szlichta.wordpress.com,4
